Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3529 292,14-Oct-20,Wednesday,18,MasterCard,CVC,£20,Online,Food,United Kingdom,Russia,United Kingdom,F,35.2,Barclays,0
#2654 379,14-Oct-20,Wednesday,8,Visa,CVC,£113,Online,Food,United Kingdom,Russia,United Kingdom,M,44.6,Barclays,0
#3572 012,13-Oct-20,Tuesday,11,MasterCard,PIN,£184,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,45.2,RBS,0
#3438 064,14-Oct-20,Wednesday,18,Visa,PIN,£17,ATM,Entertainment,USA,USA,United Kingdom,M,61.2,HSBC,1
#3618 919,14-Oct-20,Wednesday,19,Visa,PIN,£210,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,48.7,HSBC,0
#2951 068,14-Oct-20,Wednesday,22,MasterCard,PIN,£12,ATM,Gaming,India,India,United Kingdom,F,37.2,Metro,1
#3570 660,13-Oct-20,Tuesday,22,Visa,CVC,£12,Online,Products,China,China,United Kingdom,M,34.2,Lloyds,1
#3109 753,13-Oct-20,Tuesday,4,MasterCard,CVC,£6,Online,Electronics,United Kingdom,China,United Kingdom,M,64.2,RBS,1
#2930 141,13-Oct-20,Tuesday,13,Visa,CVC,£218,Online,Products,USA,USA,United Kingdom,M,38.9,Barclays,1
#3298 385,13-Oct-20,Tuesday,2,MasterCard,Tap,£15,POS,Entertainment,China,China,United Kingdom,M,30.7,Monzo,1
#3288 975,14-Oct-20,Wednesday,0,Visa,PIN,£22,ATM,Electronics,India,India,United Kingdom,M,29.8,Metro,1
#2631 470,14-Oct-20,Wednesday,12,MasterCard,PIN,£383,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,43.8,Metro,0
#3357 197,13-Oct-20,Tuesday,4,Visa,CVC,£216,Online,Gaming,India,India,United Kingdom,M,49.2,RBS,1
#3358 870,14-Oct-20,Wednesday,8,Visa,Tap,£25,POS,Electronics,India,India,United Kingdom,M,52.5,Lloyds,1
#2866 596,14-Oct-20,Wednesday,16,Visa,PIN,£376,ATM,Children,China,China,China,M,37.4,Barlcays,0
#2780 400,13-Oct-20,Tuesday,4,Visa,CVC,£24,Online,Subscription,Russia,Russia,United Kingdom,F,26.7,HSBC,1
#3195 827,13-Oct-20,Tuesday,6,MasterCard,CVC,£12,Online,Gaming,India,India,United Kingdom,M,53.9,Monzo,1
#2881 942,13-Oct-20,Tuesday,20,MasterCard,PIN,£387,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,44.5,HSBC,0
#2916 856,13-Oct-20,Tuesday,0,Visa,Tap,£16,POS,Children,United Kingdom,China,United Kingdom,F,62.4,Monzo,1
#2892 171,13-Oct-20,Tuesday,6,MasterCard,CVC,£7,Online,Fashion,USA,USA,United Kingdom,F,57.5,Halifax,1
#3581 291,13-Oct-20,Tuesday,22,Visa,CVC,£17,Online,Subscription,United Kingdom,China,United Kingdom,F,47.9,Metro,1
#2690 533,14-Oct-20,Wednesday,10,Visa,Tap,£18,POS,Electronics,United Kingdom,India,United Kingdom,F,47.2,Lloyds,1
#2717 852,14-Oct-20,Wednesday,22,MasterCard,CVC,£42,Online,Children,United Kingdom,India,United Kingdom,F,57.6,RBS,0
#2693 706,13-Oct-20,Tuesday,6,Visa,PIN,£309,POS,Entertainment,India,India,United Kingdom,F,38.2,Monzo,1
#3008 836,13-Oct-20,Tuesday,14,Visa,PIN,£11,ATM,Fashion,China,China,United Kingdom,F,57.7,Barlcays,1
#2555 987,14-Oct-20,Wednesday,11,Visa,CVC,£27,Online,Services,China,China,United Kingdom,F,49.2,Barclays,1
#3099 346,13-Oct-20,Tuesday,12,Visa,PIN,£31,POS,Gaming,China,China,United Kingdom,F,41.1,Monzo,0
#3636 329,13-Oct-20,Tuesday,15,Visa,Tap,£11,POS,Restaurant,Russia,Russia,United Kingdom,F,52.7,Monzo,1
#3538 361,13-Oct-20,Tuesday,23,Visa,CVC,£23,Online,Gaming,India,India,United Kingdom,M,42.5,Metro,1
#3159 740,14-Oct-20,Wednesday,19,MasterCard,CVC,£14,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,48.9,Barlcays,0
#2881 174,13-Oct-20,Tuesday,8,MasterCard,Tap,£16,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,57.8,Monzo,0
#3550 840,13-Oct-20,Tuesday,10,MasterCard,Tap,£18,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,47.0,Barclays,0
#3285 557,14-Oct-20,Wednesday,4,Visa,CVC,£326,Online,Fashion,China,China,United Kingdom,M,52.5,Monzo,1
#3169 860,13-Oct-20,Tuesday,10,MasterCard,CVC,£233,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,30.6,Lloyds,0
#3150 472,13-Oct-20,Tuesday,12,Visa,CVC,£15,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,53.9,Barclays,0
#3557 698,13-Oct-20,Tuesday,15,MasterCard,CVC,£25,Online,Services,India,India,United Kingdom,M,30.3,Barclays,1
#3275 069,14-Oct-20,Wednesday,14,MasterCard,CVC,£194,Online,Restaurant,Russia,Russia,Russia,F,44.0,Barclays,0
#2607 026,14-Oct-20,Wednesday,9,Visa,CVC,£12,Online,Entertainment,USA,USA,United Kingdom,F,50.0,Barclays,1
#2971 689,14-Oct-20,Wednesday,15,MasterCard,CVC,£20,Online,Gaming,India,India,United Kingdom,M,36.6,HSBC,1
#2744 074,13-Oct-20,Tuesday,7,Visa,CVC,£76,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,32.1,Lloyds,0
#2964 074,13-Oct-20,Tuesday,6,Visa,Tap,£21,POS,Subscription,India,India,United Kingdom,M,37.0,Lloyds,1
#2919 157,13-Oct-20,Tuesday,11,Visa,CVC,£27,Online,Food,Russia,Russia,United Kingdom,F,39.9,Barclays,1
#2581 863,13-Oct-20,Tuesday,2,Visa,Tap,£9,POS,Subscription,United Kingdom,USA,United Kingdom,M,33.1,HSBC,1
#3072 463,13-Oct-20,Tuesday,8,Visa,PIN,£12,ATM,Fashion,United Kingdom,China,United Kingdom,F,42.3,Barclays,1
#2995 596,13-Oct-20,Tuesday,0,Visa,CVC,£26,Online,Entertainment,China,China,United Kingdom,F,40.0,Halifax,1
#3240 836,13-Oct-20,Tuesday,7,MasterCard,PIN,£19,POS,Products,Russia,Russia,United Kingdom,F,31.2,Monzo,0
#2606 709,14-Oct-20,Wednesday,14,MasterCard,Tap,£6,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,53.5,RBS,0
#2802 424,13-Oct-20,Tuesday,18,MasterCard,CVC,£14,Online,Services,USA,USA,United Kingdom,F,36.1,Metro,1
#3043 647,13-Oct-20,Tuesday,22,MasterCard,CVC,£73,Online,Fashion,USA,USA,USA,F,57.0,RBS,0
#2671 516,14-Oct-20,Wednesday,7,Visa,PIN,£316,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,37.5,RBS,0
#2738 824,13-Oct-20,Tuesday,4,Visa,PIN,£27,ATM,Gaming,China,China,United Kingdom,M,19.1,Barclays,1
#3467 206,14-Oct-20,Wednesday,15,MasterCard,PIN,£23,ATM,Restaurant,United Kingdom,USA,United Kingdom,M,33.0,Monzo,0
#2584 516,13-Oct-20,Tuesday,16,MasterCard,CVC,£24,Online,Subscription,Russia,Russia,Russia,F,45.7,HSBC,0
#3095 855,14-Oct-20,Wednesday,14,Visa,Tap,£12,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,35.9,Halifax,0
#3040 918,13-Oct-20,Tuesday,13,Visa,PIN,£37,ATM,Subscription,India,India,United Kingdom,F,47.5,Metro,0
#2973 743,14-Oct-20,Wednesday,3,Visa,Tap,£12,POS,Services,India,India,United Kingdom,F,41.2,Lloyds,1
#3228 715,13-Oct-20,Tuesday,15,Visa,CVC,£5,Online,Subscription,China,China,China,M,47.6,Halifax,0
#2658 353,14-Oct-20,Wednesday,10,Visa,CVC,£12,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,51.7,Barclays,0
#3582 843,13-Oct-20,Tuesday,1,Visa,Tap,£22,POS,Electronics,USA,USA,United Kingdom,F,40.3,Barclays,1
#3620 727,14-Oct-20,Wednesday,20,Visa,PIN,£392,POS,Children,USA,USA,United Kingdom,F,41.6,Metro,1
#3002 189,13-Oct-20,Tuesday,9,MasterCard,CVC,£7,Online,Subscription,USA,USA,United Kingdom,M,50.1,Barclays,1
#3234 725,14-Oct-20,Wednesday,1,Visa,PIN,£11,ATM,Restaurant,China,China,United Kingdom,M,41.4,Monzo,1
#3095 256,14-Oct-20,Wednesday,18,Visa,Tap,£8,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,44.0,Monzo,0
#3583 458,14-Oct-20,Wednesday,8,MasterCard,CVC,£251,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,37.7,Barclays,0
#3173 812,13-Oct-20,Tuesday,16,Visa,Tap,£20,POS,Electronics,Russia,Russia,United Kingdom,M,39.1,Halifax,1
#3348 175,14-Oct-20,Wednesday,22,Visa,PIN,£263,POS,Children,USA,USA,United Kingdom,M,47.0,Halifax,1
#2648 424,14-Oct-20,Wednesday,8,Visa,CVC,£270,Online,Subscription,United Kingdom,China,United Kingdom,F,43.5,Barclays,0
#2602 272,13-Oct-20,Tuesday,13,Visa,PIN,£366,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,42.6,Barclays,0
#3398 204,13-Oct-20,Tuesday,20,MasterCard,PIN,£275,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,43.4,Monzo,0
#2930 505,13-Oct-20,Tuesday,21,MasterCard,PIN,£27,ATM,Children,USA,United Kingdom,USA,M,46.4,Barclays,1
#2738 421,13-Oct-20,Tuesday,2,Visa,PIN,£5,ATM,Gaming,India,India,United Kingdom,M,40.7,Monzo,1
#2679 368,14-Oct-20,Wednesday,4,Visa,Tap,£6,POS,Restaurant,China,China,United Kingdom,F,54.9,Barclays,1
#2609 759,14-Oct-20,Wednesday,10,MasterCard,PIN,£20,ATM,Gaming,Russia,Russia,Russia,M,45.7,Barclays,0
#2996 240,14-Oct-20,Wednesday,10,Visa,PIN,£208,ATM,Subscription,Russia,Russia,Russia,M,43.1,Barclays,0
#2856 919,13-Oct-20,Tuesday,20,MasterCard,PIN,£79,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,38.7,Monzo,0
#3258 543,14-Oct-20,Wednesday,18,MasterCard,PIN,£195,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,46.9,Barclays,0
#3112 492,14-Oct-20,Wednesday,20,MasterCard,PIN,£21,ATM,Children,Russia,Russia,United Kingdom,M,43.9,Metro,1
#2997 188,13-Oct-20,Tuesday,12,Visa,CVC,£23,Online,Restaurant,USA,USA,United Kingdom,M,48.6,RBS,1
#3231 032,14-Oct-20,Wednesday,7,Visa,PIN,£320,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,58.8,Barclays,0
#3009 646,13-Oct-20,Tuesday,14,Visa,CVC,£169,Online,Entertainment,India,India,United Kingdom,F,50.6,Barclays,1
#3657 133,14-Oct-20,Wednesday,21,MasterCard,PIN,£155,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,54.7,HSBC,0
#3524 688,14-Oct-20,Wednesday,23,Visa,CVC,£13,Online,Children,China,China,United Kingdom,M,40.4,Barclays,1
#3070 921,13-Oct-20,Tuesday,0,Visa,PIN,£21,ATM,Children,Russia,Russia,United Kingdom,F,49.8,Barclays,1
#2857 663,13-Oct-20,Tuesday,20,Visa,PIN,£48,POS,Electronics,India,India,United Kingdom,M,47.8,Barclays,1
#3201 806,13-Oct-20,Tuesday,13,MasterCard,PIN,£166,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,49.0,Barclays,0
#2859 590,14-Oct-20,Wednesday,17,Visa,PIN,£6,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,43.4,Barclays,0
#3531 114,14-Oct-20,Wednesday,8,MasterCard,PIN,£200,ATM,Gaming,United Kingdom,India,United Kingdom,M,34.3,Barclays,0
#3265 691,14-Oct-20,Wednesday,23,MasterCard,Tap,£12,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,58.5,Barclays,0
#3604 019,14-Oct-20,Wednesday,18,Visa,CVC,£141,Online,Food,India,India,India,M,41.6,Barlcays,0
#3442 268,13-Oct-20,Tuesday,5,Visa,CVC,£8,Online,Restaurant,India,India,United Kingdom,M,33.8,Halifax,1
#2697 705,14-Oct-20,Wednesday,8,MasterCard,PIN,£11,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,49.7,Metro,0
#3570 705,14-Oct-20,Wednesday,1,Visa,CVC,£25,Online,Restaurant,China,China,United Kingdom,F,47.8,RBS,1
#3676 572,13-Oct-20,Tuesday,5,Visa,PIN,£17,ATM,Restaurant,China,China,United Kingdom,M,40.1,RBS,1
#2864 797,13-Oct-20,Tuesday,10,Visa,CVC,£25,Online,Entertainment,USA,USA,USA,M,47.1,RBS,0
#3529 601,14-Oct-20,Wednesday,5,Visa,Tap,£22,POS,Entertainment,India,India,United Kingdom,F,46.9,HSBC,1
#2834 856,13-Oct-20,Tuesday,17,MasterCard,PIN,£13,ATM,Products,China,China,United Kingdom,M,37.9,Barclays,1
#3450 334,13-Oct-20,Tuesday,21,MasterCard,PIN,£7,ATM,Children,China,China,United Kingdom,M,53.1,RBS,1
#3036 828,13-Oct-20,Tuesday,14,Visa,Tap,£10,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.5,Monzo,0
#2606 698,14-Oct-20,Wednesday,19,Visa,Tap,£6,POS,Services,Russia,Russia,United Kingdom,F,49.1,Lloyds,1
#3320 263,13-Oct-20,Tuesday,13,MasterCard,PIN,£5,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,44.4,Barclays,0
#3372 655,14-Oct-20,Wednesday,3,Visa,Tap,£6,POS,Food,USA,USA,United Kingdom,F,47.5,RBS,1
#3132 101,14-Oct-20,Wednesday,13,Visa,PIN,£280,POS,Fashion,Russia,Russia,United Kingdom,F,29.9,Monzo,1
#3141 086,14-Oct-20,Wednesday,16,MasterCard,CVC,£28,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,44.5,Barclays,0
#3206 596,13-Oct-20,Tuesday,16,Visa,PIN,£74,ATM,Fashion,United Kingdom,Russia,United Kingdom,F,45.0,HSBC,0
#2889 984,13-Oct-20,Tuesday,11,MasterCard,CVC,£29,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,39.4,Monzo,0
#2651 375,13-Oct-20,Tuesday,13,Visa,PIN,£20,ATM,Restaurant,USA,USA,United Kingdom,F,65.2,RBS,0
#2795 136,13-Oct-20,Tuesday,20,MasterCard,PIN,£129,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,51.4,Barclays,0
#3161 350,14-Oct-20,Wednesday,17,Visa,PIN,£22,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,50.7,HSBC,0
#2634 495,14-Oct-20,Wednesday,3,MasterCard,PIN,£16,ATM,Entertainment,Russia,Russia,United Kingdom,M,46.3,RBS,1
#3586 553,14-Oct-20,Wednesday,7,MasterCard,CVC,£321,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,40.3,Barclays,0
#3441 922,13-Oct-20,Tuesday,12,Visa,Tap,£8,POS,Children,USA,USA,United Kingdom,F,53.6,RBS,1
#3388 572,14-Oct-20,Wednesday,10,MasterCard,PIN,£27,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,66.0,Monzo,0
#3157 998,14-Oct-20,Wednesday,4,Visa,Tap,£12,POS,Children,Russia,United Kingdom,Russia,F,57.3,Lloyds,1
#3578 967,14-Oct-20,Wednesday,9,MasterCard,Tap,£17,POS,Gaming,China,China,United Kingdom,M,53.0,Halifax,1
#2822 896,13-Oct-20,Tuesday,8,Visa,CVC,£21,Online,Subscription,Russia,Russia,United Kingdom,M,28.3,HSBC,1
#3300 752,13-Oct-20,Tuesday,8,MasterCard,Tap,£30,POS,Services,China,China,United Kingdom,M,55.9,Barclays,1
#2834 020,14-Oct-20,Wednesday,2,MasterCard,CVC,£18,Online,Electronics,China,China,United Kingdom,M,42.4,Barclays,1
#3051 787,14-Oct-20,Wednesday,10,MasterCard,CVC,£10,Online,Products,USA,USA,United Kingdom,F,51.0,RBS,1
#2726 406,13-Oct-20,Tuesday,17,MasterCard,PIN,£12,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,49.7,HSBC,0
#3185 519,14-Oct-20,Wednesday,12,Visa,CVC,£18,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,34.9,RBS,0
#3413 464,14-Oct-20,Wednesday,21,Visa,CVC,£25,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,52.2,Barclays,0
#2828 923,14-Oct-20,Wednesday,14,Visa,CVC,£110,Online,Entertainment,United Kingdom,India,United Kingdom,M,48.3,Barclays,0
#2890 266,13-Oct-20,Tuesday,22,Visa,CVC,£15,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,50.3,Barclays,0
#2594 375,13-Oct-20,Tuesday,1,Visa,PIN,£6,ATM,Fashion,India,India,United Kingdom,M,38.1,Barlcays,1
#3313 087,13-Oct-20,Tuesday,16,MasterCard,PIN,£149,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,46.0,Metro,0
#2684 952,14-Oct-20,Wednesday,10,MasterCard,PIN,£170,POS,Food,China,China,United Kingdom,M,42.1,Monzo,1
#3022 428,13-Oct-20,Tuesday,21,Visa,CVC,£184,Online,Children,United Kingdom,Russia,United Kingdom,M,35.4,Lloyds,1
#2721 816,13-Oct-20,Tuesday,9,Visa,PIN,£11,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60.3,Barclays,0
#3295 662,13-Oct-20,Tuesday,11,Visa,Tap,£26,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,43.9,RBS,0
#2767 188,13-Oct-20,Tuesday,20,Visa,PIN,£35,ATM,Electronics,USA,USA,United Kingdom,F,50.1,RBS,1
#2852 998,13-Oct-20,Tuesday,3,Visa,CVC,£23,Online,Products,Russia,Russia,United Kingdom,F,63.4,Barclays,1
#2577 255,13-Oct-20,Tuesday,5,MasterCard,Tap,£30,POS,Electronics,United Kingdom,USA,United Kingdom,M,46.8,Metro,1
#3276 561,14-Oct-20,Wednesday,5,Visa,CVC,£149,Online,Children,India,India,United Kingdom,F,41.1,RBS,1
#3471 848,13-Oct-20,Tuesday,13,Visa,Tap,£13,POS,Food,India,India,United Kingdom,M,50.6,Metro,1
#3400 100,13-Oct-20,Tuesday,2,MasterCard,PIN,£247,POS,Products,USA,USA,United Kingdom,M,37.3,Barclays,1
#3300 560,14-Oct-20,Wednesday,16,Visa,PIN,£70,ATM,Services,United Kingdom,China,United Kingdom,M,38.9,Halifax,0
#2584 199,13-Oct-20,Tuesday,3,Visa,CVC,£28,Online,Children,Russia,United Kingdom,Russia,M,40.2,Barlcays,1
#2910 045,13-Oct-20,Tuesday,19,MasterCard,PIN,£22,ATM,Subscription,United Kingdom,USA,United Kingdom,M,54.3,HSBC,0
#3115 851,14-Oct-20,Wednesday,0,MasterCard,PIN,£28,ATM,Subscription,China,China,United Kingdom,M,62.7,Barclays,1
#2549 752,13-Oct-20,Tuesday,3,Visa,PIN,£9,ATM,Products,India,India,United Kingdom,F,27.5,Barclays,1
#2563 263,14-Oct-20,Wednesday,10,MasterCard,Tap,£23,POS,Products,China,China,China,M,40.2,Metro,0
#2839 155,13-Oct-20,Tuesday,11,Visa,PIN,£386,ATM,Children,Russia,Russia,Russia,M,46.4,Monzo,0
#2857 655,13-Oct-20,Tuesday,5,Visa,PIN,£22,ATM,Entertainment,China,China,United Kingdom,M,33.2,Barclays,1
#2556 467,14-Oct-20,Wednesday,9,MasterCard,Tap,£5,POS,Services,United Kingdom,Russia,United Kingdom,F,38.3,HSBC,0
#3346 063,13-Oct-20,Tuesday,17,MasterCard,PIN,£236,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,47.8,Lloyds,0
#3341 668,13-Oct-20,Tuesday,22,Visa,Tap,£10,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,39.3,RBS,0
#2725 110,14-Oct-20,Wednesday,15,Visa,Tap,£11,POS,Children,China,China,United Kingdom,F,48.6,Barclays,1
#3302 616,13-Oct-20,Tuesday,1,Visa,Tap,£24,POS,Services,Russia,Russia,United Kingdom,F,48.3,Barlcays,1
#3173 592,14-Oct-20,Wednesday,17,Visa,PIN,£21,ATM,Fashion,United Kingdom,USA,United Kingdom,F,54.4,HSBC,0
#3056 443,14-Oct-20,Wednesday,12,Visa,CVC,£26,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,36.8,HSBC,0
#2952 806,14-Oct-20,Wednesday,21,Visa,CVC,£276,Online,Children,USA,USA,United Kingdom,F,56.1,Barlcays,1
#2818 580,14-Oct-20,Wednesday,23,MasterCard,Tap,£25,POS,Electronics,China,China,United Kingdom,M,45.8,Barlcays,1
#2613 730,13-Oct-20,Tuesday,22,Visa,PIN,£6,ATM,Subscription,USA,USA,United Kingdom,M,49.1,HSBC,1
#3471 875,14-Oct-20,Wednesday,5,MasterCard,CVC,£23,Online,Children,Russia,Russia,United Kingdom,F,53.6,Lloyds,1
#3098 643,14-Oct-20,Wednesday,17,MasterCard,CVC,£288,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,45.4,Barclays,0
#3317 137,13-Oct-20,Tuesday,15,Visa,Tap,£15,POS,Children,Russia,Russia,United Kingdom,F,34.8,Barlcays,1
#3600 413,13-Oct-20,Tuesday,14,MasterCard,PIN,£21,ATM,Services,United Kingdom,Russia,United Kingdom,M,48.5,Metro,1
#3586 247,13-Oct-20,Tuesday,19,Visa,CVC,£21,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,18.9,Barlcays,0
#2828 649,13-Oct-20,Tuesday,14,Visa,PIN,£94,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,35.9,HSBC,0
#2720 727,14-Oct-20,Wednesday,11,MasterCard,PIN,£199,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,37.4,RBS,0
#2683 689,13-Oct-20,Tuesday,11,MasterCard,PIN,£384,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,42.5,Halifax,0
#3671 253,14-Oct-20,Wednesday,9,Visa,Tap,£12,POS,Electronics,Russia,Russia,United Kingdom,F,38.1,Barclays,1
#2603 764,13-Oct-20,Tuesday,4,Visa,Tap,£10,POS,Products,USA,USA,United Kingdom,F,29.6,Monzo,1
#3337 929,13-Oct-20,Tuesday,9,Visa,PIN,£338,POS,Entertainment,India,India,India,M,47.4,Barclays,0
#2764 747,13-Oct-20,Tuesday,14,Visa,PIN,£27,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,17.6,Lloyds,0
#3639 641,14-Oct-20,Wednesday,18,MasterCard,CVC,£37,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,41.9,Barlcays,0
#2911 024,13-Oct-20,Tuesday,11,Visa,CVC,£17,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,50.7,Lloyds,0
#2757 774,13-Oct-20,Tuesday,13,Visa,Tap,£20,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,47.2,Monzo,0
#2918 825,13-Oct-20,Tuesday,3,Visa,Tap,£16,POS,Children,China,China,United Kingdom,M,47.6,Barclays,1
#2954 193,14-Oct-20,Wednesday,14,Visa,CVC,£24,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,38.9,HSBC,0
#2676 632,13-Oct-20,Tuesday,12,MasterCard,CVC,£13,Online,Subscription,India,India,India,F,39.4,Monzo,0
#2706 839,14-Oct-20,Wednesday,3,Visa,Tap,£14,POS,Gaming,China,China,United Kingdom,F,45.4,HSBC,1
#2949 069,13-Oct-20,Tuesday,11,Visa,Tap,£15,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,49.5,Barlcays,0
#3472 173,14-Oct-20,Wednesday,1,MasterCard,CVC,£10,Online,Restaurant,China,China,United Kingdom,M,40.6,Metro,1
#2597 230,14-Oct-20,Wednesday,16,MasterCard,CVC,£25,Online,Products,United Kingdom,India,United Kingdom,M,56.7,Metro,1
#2925 801,13-Oct-20,Tuesday,22,MasterCard,CVC,£262,Online,Electronics,USA,USA,United Kingdom,F,55.1,Monzo,1
#2986 701,14-Oct-20,Wednesday,0,Visa,CVC,£15,Online,Children,United Kingdom,China,United Kingdom,M,44.1,Barlcays,1
#3482 122,13-Oct-20,Tuesday,2,Visa,CVC,£26,Online,Products,China,China,United Kingdom,F,46.3,Metro,1
#3218 628,13-Oct-20,Tuesday,11,MasterCard,PIN,£7,ATM,Services,USA,USA,USA,M,52.5,Metro,0
#2935 739,13-Oct-20,Tuesday,16,MasterCard,PIN,£385,ATM,Restaurant,United Kingdom,USA,United Kingdom,F,35.6,Metro,0
#2942 788,14-Oct-20,Wednesday,14,MasterCard,Tap,£11,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,54.1,Monzo,0
#2833 009,13-Oct-20,Tuesday,15,MasterCard,CVC,£7,Online,Subscription,Russia,Russia,United Kingdom,F,51.7,Monzo,1
#3087 845,13-Oct-20,Tuesday,18,Visa,PIN,£42,POS,Services,China,China,United Kingdom,F,50.8,Barclays,1
#2625 433,13-Oct-20,Tuesday,19,Visa,PIN,£16,ATM,Electronics,United Kingdom,China,United Kingdom,F,48.8,Lloyds,0
#2946 596,14-Oct-20,Wednesday,19,Visa,Tap,£7,POS,Restaurant,India,India,United Kingdom,M,44.3,HSBC,1
#3431 122,13-Oct-20,Tuesday,1,MasterCard,Tap,£7,POS,Children,India,India,United Kingdom,F,32.9,RBS,1
#2857 673,13-Oct-20,Tuesday,14,MasterCard,Tap,£10,POS,Fashion,China,China,United Kingdom,M,37.7,Metro,1
#3120 367,14-Oct-20,Wednesday,2,MasterCard,CVC,£26,Online,Food,Russia,Russia,United Kingdom,F,34.8,HSBC,1
#3190 452,13-Oct-20,Tuesday,19,MasterCard,PIN,£59,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,38.1,Barclays,0
#2758 278,14-Oct-20,Wednesday,8,MasterCard,PIN,£16,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,48.9,RBS,0
#2576 841,14-Oct-20,Wednesday,10,Visa,CVC,£267,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,62.4,Metro,0
#3619 883,14-Oct-20,Wednesday,5,MasterCard,Tap,£20,POS,Fashion,USA,USA,United Kingdom,F,51.6,Barclays,1
#3500 502,14-Oct-20,Wednesday,16,Visa,PIN,£321,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,53.6,Monzo,0
#3368 916,13-Oct-20,Tuesday,20,Visa,PIN,£353,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,52.3,Monzo,0
#3391 726,13-Oct-20,Tuesday,13,MasterCard,CVC,£217,Online,Food,China,China,China,F,34.4,Barclays,0
#3236 454,14-Oct-20,Wednesday,7,MasterCard,PIN,£15,POS,Electronics,India,India,United Kingdom,M,33.0,Halifax,1
#2640 174,13-Oct-20,Tuesday,20,Visa,CVC,£344,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,38.1,HSBC,0
#3265 316,13-Oct-20,Tuesday,6,Visa,CVC,£26,Online,Food,China,China,United Kingdom,F,43.4,Barclays,1
#3389 656,13-Oct-20,Tuesday,19,Visa,CVC,£8,Online,Electronics,United Kingdom,India,United Kingdom,M,53.6,Monzo,1
